id,name,country,antecedent_aerosol_aod,antecedent_aerosol_state,antecedent_moisture_kgm2,antecedent_moisture_state,antecedent_no2_molec_cm2,ifs_fog_prob,fog_prob_24h,fog_prob_48h,fog_prob_72h,spatial_coverage,stagnation_trend,stagnation_slope_ms,extreme_fog_tail_p95,ens_max_fog_index_peak,target_date,aer_p1,aer_p2,aer_p3,mois_p1,mois_p2,mois_p3,fog_p1,fog_p2,fog_p3,fog_p4,fog_p5,stag_p1,stag_p2,stag_p3,tail_p1,tail_p2,tail_p3,tail_p4
391,BOUDH,ODISHA,,Moderate,,Moderate,,0.1961,0.0049,0.0,0.1667,0.0,Stable,-0.44,0.6051,0.6082,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5311,0.4689,0.0,0.0,0.0,0.4202,0.5789,0.0009,0.0178,0.9803,0.0019,0.0
373,DEOGARH,ODISHA,,Moderate,,Moderate,,0.0131,0.0,0.0,0.0131,0.0,Stagnating,-0.526,0.5404,0.5421,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.5341,0.4656,0.0003,0.2098,0.7902,0.0,0.0
394,NUAPARHA,ODISHA,,Moderate,,Moderate,,0.0196,0.0,0.0,0.0196,0.0,Stable,-0.274,0.4962,0.5809,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.2256,0.7695,0.0049,0.5302,0.4698,0.0,0.0
382,JAJAPUR,ODISHA,,Moderate,,Moderate,,0.1295,0.0,0.0196,0.1295,0.0,Stable,-0.343,0.5772,0.5806,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9207,0.0793,0.0,0.0,0.0,0.3008,0.6967,0.0025,0.0614,0.9384,0.0003,0.0
374,SUNDARGARH,ODISHA,,Moderate,,Moderate,,0.0874,0.0678,0.0467,0.0844,0.0768,Stable,0.129,0.6235,0.6258,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9878,0.0122,0.0,0.0,0.0,0.018,0.8738,0.1082,0.0068,0.9875,0.0057,0.0
395,KALAHANDI,ODISHA,,Moderate,,Moderate,,0.0249,0.0178,0.0,0.0178,0.0,Stable,-0.158,0.5845,0.5875,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.1273,0.8586,0.0141,0.0455,0.954,0.0005,0.0
392,SUBARNAPUR,ODISHA,,Moderate,,Moderate,,0.2647,0.0736,0.0441,0.2647,0.0,Stable,-0.476,0.6351,0.6383,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0978,0.8988,0.0034,0.0,0.0,0.4685,0.5309,0.0006,0.0034,0.9858,0.0108,0.0
396,RAYAGARHA,ODISHA,,Moderate,,Moderate,,0.2376,0.0065,0.1068,0.2376,0.3336,Stagnating,-0.799,0.6345,0.6361,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2258,0.7736,0.0006,0.0,0.0,0.8408,0.1592,0.0,0.0036,0.986,0.0104,0.0
385,NAYAGARH,ODISHA,,Moderate,,Moderate,,0.2843,0.1471,0.1634,0.2287,0.1666,Stable,-0.422,0.6307,0.6308,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.046,0.9437,0.0103,0.0,0.0,0.3973,0.6016,0.0011,0.0045,0.987,0.0085,0.0
055,CHANDIGARH,CHANDIGARH,,Moderate,,Moderate,,0.0196,0.0,0.0,0.0,0.0,Stagnating,-1.15,0.5739,0.5739,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.9849,0.0151,0.0,0.0698,0.93,0.0002,0.0
45,ALMORA,UTTARAKHAND,,Moderate,,Moderate,,0.0,0.0,0.0,0.0,0.0,Stable,-0.099,0.1431,0.1777,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,1.0,0.0,0.0,0.0,0.0,0.0909,0.8862,0.0228,1.0,0.0,0.0,0.0
49,DEHRAD@N,UTTARAKHAND,,Moderate,,Moderate,,0.1081,0.0,0.0,0.0,0.0,Stable,-0.072,0.6115,0.6208,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9669,0.0331,0.0,0.0,0.0,0.0769,0.8949,0.0283,0.0129,0.9843,0.0028,0.0
0571,Tumak#ru,KARNATAKA,,Moderate,,Moderate,,0.3837,0.2728,0.284,0.2255,0.4995,Stable,-0.288,0.6174,0.6254,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0001,0.6273,0.3725,0.0,0.0,0.2394,0.7563,0.0043,0.0094,0.9866,0.004,0.0
0558,B\dar,KARNATAKA,,Moderate,,Moderate,,0.0174,0.0174,0.0,0.0,0.0,Stable,-0.39,0.5286,0.5318,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9999,0.0001,0.0,0.0,0.0,0.357,0.6415,0.0015,0.2833,0.7167,0.0,0.0
462,SIDHI,MADHYA PRADESH,,Moderate,,Moderate,,0.6052,0.6052,0.2057,0.2718,0.7497,Stable,-0.038,0.6243,0.6347,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.4586,0.5413,0.0,0.0617,0.9018,0.0365,0.0065,0.9876,0.006,0.0
0576,Kodagu,KARNATAKA,,Moderate,,Moderate,,0.0196,0.0049,0.0049,0.0196,0.0,Stagnating,-0.65,0.5422,0.5437,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.692,0.3079,0.0001,0.1995,0.8005,0.0,0.0
422,DATIA,MADHYA PRADESH,,Moderate,,Moderate,,0.2746,0.1649,0.1569,0.1136,0.0,Stable,-0.406,0.6166,0.6219,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0678,0.9261,0.0061,0.0,0.0,0.3766,0.6221,0.0013,0.0099,0.9863,0.0038,0.0
146,AGRA,UTTAR PRADESH,,Moderate,,Moderate,,0.196,0.0,0.0457,0.196,0.0,Stable,-0.349,0.6212,0.6218,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5316,0.4684,0.0,0.0,0.0,0.3079,0.6898,0.0023,0.0077,0.9873,0.005,0.0
143,ALIGARH,UTTAR PRADESH,,Moderate,,Moderate,,0.1046,0.0425,0.098,0.0686,0.0,Stable,-0.443,0.579,0.5829,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9718,0.0282,0.0,0.0,0.0,0.4241,0.575,0.0008,0.0571,0.9426,0.0003,0.0
178,AMBEDKAR NAGAR,UTTAR PRADESH,,Moderate,,Moderate,,0.9738,0.0261,0.8889,0.9738,1.0,Stagnating,-1.185,0.6369,0.6372,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0003,0.9997,0.9888,0.0112,0.0,0.0031,0.9851,0.0118,0.0
641,AMETHI,UTTAR PRADESH,,Moderate,,Moderate,,0.799,0.0196,0.3479,0.799,1.0,Stagnating,-0.818,0.6361,0.6364,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.5081,0.4919,0.8558,0.1442,0.0,0.0033,0.9854,0.0113,0.0
137,AMROHA,UTTAR PRADESH,,Moderate,,Moderate,,0.3576,0.0098,0.3576,0.0686,0.2496,Stable,-0.241,0.6283,0.6283,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0008,0.8009,0.1983,0.0,0.0,0.1942,0.7991,0.0067,0.0052,0.9874,0.0075,0.0
162,AURAIYA,UTTAR PRADESH,,Moderate,,Moderate,,0.3138,0.0,0.049,0.3138,0.0,Stagnating,-0.613,0.62,0.6209,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0114,0.9462,0.0423,0.0,0.0,0.647,0.3529,0.0001,0.0082,0.9871,0.0047,0.0
177,AYODHYA,UTTAR PRADESH,,Moderate,,Moderate,,0.9451,0.0588,0.7686,0.9451,1.0,Stagnating,-1.212,0.638,0.638,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0019,0.9981,0.9912,0.0088,0.0,0.0029,0.9846,0.0125,0.0
191,AZAMGARH,UTTAR PRADESH,,Moderate,,Moderate,,0.9248,0.0262,0.8889,0.9215,1.0,Stagnating,-0.859,0.6362,0.6362,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0063,0.9937,0.8846,0.1154,0.0,0.0032,0.9854,0.0114,0.0
139,BAGHPAT,UTTAR PRADESH,,Moderate,,Moderate,,0.3136,0.2745,0.1666,0.294,0.0,Stable,-0.419,0.609,0.6096,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0115,0.9464,0.042,0.0,0.0,0.3941,0.6048,0.0011,0.0146,0.983,0.0024,0.0
180,BAHRAICH,UTTAR PRADESH,,Moderate,,Moderate,,0.9804,0.7304,0.9216,0.9608,1.0,Stagnating,-0.887,0.6385,0.6391,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.9013,0.0987,0.0,0.0028,0.9843,0.0129,0.0
193,BALLIA,UTTAR PRADESH,,Moderate,,Moderate,,0.9804,0.1962,0.897,0.9804,1.0,Stagnating,-1.041,0.6385,0.6386,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.9643,0.0357,0.0,0.0028,0.9843,0.0129,0.0
182,BALRAMPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.8775,0.4849,0.7259,0.5642,1.0,Stagnating,-0.996,0.6371,0.6372,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0606,0.9394,0.9509,0.0491,0.0,0.0031,0.985,0.012,0.0
176,BARA BANKI,UTTAR PRADESH,,Moderate,,Moderate,,0.9183,0.0491,0.7679,0.9183,1.0,Stagnating,-1.054,0.6388,0.6391,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.009,0.991,0.9676,0.0324,0.0,0.0028,0.9842,0.0131,0.0
150,BAREILLY,UTTAR PRADESH,,Moderate,,Moderate,,0.8627,0.3036,0.8627,0.6272,1.0,Stagnating,-0.768,0.6372,0.6375,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.105,0.895,0.8139,0.1861,0.0,0.003,0.9849,0.0121,0.0
185,BASTI,UTTAR PRADESH,,Moderate,,Moderate,,0.9673,0.1046,0.915,0.9673,1.0,Stagnating,-1.524,0.6395,0.6396,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0004,0.9996,0.9997,0.0003,0.0,0.0026,0.9838,0.0136,0.0
198,BHADOHI,UTTAR PRADESH,,Moderate,,Moderate,,0.5784,0.2451,0.5784,0.4706,1.0,Stable,-0.257,0.6173,0.6188,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0002,0.6667,0.3331,0.0,0.2086,0.7855,0.0058,0.0095,0.9865,0.004,0.0
134,BIJNOR,UTTAR PRADESH,,Moderate,,Moderate,,0.5961,0.0431,0.5961,0.0746,0.5999,Stable,-0.073,0.6304,0.6312,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.531,0.4689,0.0,0.0773,0.8946,0.0281,0.0046,0.9871,0.0084,0.0
149,BUDAUN,UTTAR PRADESH,,Moderate,,Moderate,,0.4174,0.0112,0.4174,0.1849,0.2858,Stagnating,-0.82,0.6308,0.631,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.3639,0.636,0.0001,0.0,0.8572,0.1428,0.0,0.0045,0.987,0.0085,0.0
142,BULANDSHAHR,UTTAR PRADESH,,Moderate,,Moderate,,0.1529,0.0275,0.1529,0.051,0.0,Stable,-0.244,0.5628,0.5636,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8268,0.1732,0.0,0.0,0.0,0.1963,0.7971,0.0066,0.1047,0.8952,0.0001,0.0
196,CHANDAULI,UTTAR PRADESH,,Moderate,,Moderate,,0.3767,0.0441,0.3619,0.3326,0.499,Stable,-0.3,0.6332,0.6379,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0002,0.6795,0.3203,0.0,0.0,0.2524,0.7437,0.0038,0.0039,0.9864,0.0097,0.0
171,CHITRAKOOT,UTTAR PRADESH,,Moderate,,Moderate,,0.0235,0.0157,0.0,0.0196,0.0,Stable,0.2,0.553,0.5559,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.0098,0.8312,0.159,0.1447,0.8553,0.0,0.0
190,DEORIA,UTTAR PRADESH,,Moderate,,Moderate,,0.9706,0.0881,0.9216,0.9706,1.0,Stagnating,-1.374,0.6385,0.6386,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0003,0.9997,0.9982,0.0018,0.0,0.0028,0.9843,0.0129,0.0
201,ETAH,UTTAR PRADESH,,Moderate,,Moderate,,0.1412,0.0039,0.1216,0.1059,0.0,Stagnating,-0.598,0.6269,0.627,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8803,0.1197,0.0,0.0,0.0,0.6282,0.3716,0.0001,0.0056,0.9875,0.0069,0.0
161,ETAWAH,UTTAR PRADESH,,Moderate,,Moderate,,0.3203,0.0065,0.0981,0.3203,0.0,Stagnating,-0.563,0.6236,0.6239,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0081,0.9364,0.0555,0.0,0.0,0.5826,0.4172,0.0002,0.0067,0.9875,0.0057,0.0
159,FARRUKHABAD,UTTAR PRADESH,,Moderate,,Moderate,,0.3038,0.0,0.1567,0.3038,0.0,Stagnating,-0.93,0.6273,0.628,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0189,0.9539,0.0272,0.0,0.0,0.9241,0.0759,0.0,0.0054,0.9875,0.0071,0.0
172,FATEHPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.4229,0.028,0.0588,0.4229,0.2854,Stable,-0.13,0.6176,0.6184,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.3235,0.6763,0.0002,0.0,0.109,0.8732,0.0178,0.0093,0.9866,0.0041,0.0
147,FIROZABAD,UTTAR PRADESH,,Moderate,,Moderate,,0.1765,0.0,0.0196,0.1765,0.0,Stable,-0.473,0.6277,0.6284,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.6806,0.3194,0.0,0.0,0.0,0.464,0.5354,0.0006,0.0053,0.9875,0.0072,0.0
141,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,,Moderate,,Moderate,,0.0588,0.0,0.0588,0.0196,0.0,Stable,-0.095,0.5489,0.5489,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9976,0.0024,0.0,0.0,0.0,0.0887,0.8877,0.0236,0.164,0.836,0.0,0.0
140,GHAZIABAD,UTTAR PRADESH,,Moderate,,Moderate,,0.1176,0.0196,0.1176,0.1176,0.0,Stable,-0.312,0.5769,0.5769,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9502,0.0498,0.0,0.0,0.0,0.2653,0.7313,0.0034,0.0621,0.9376,0.0003,0.0
195,GHAZIPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.9412,0.1413,0.898,0.9333,1.0,Stagnating,-0.652,0.6364,0.6368,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0024,0.9976,0.6934,0.3065,0.0001,0.0032,0.9853,0.0115,0.0
183,GONDA,UTTAR PRADESH,,Moderate,,Moderate,,0.958,0.2604,0.9188,0.958,1.0,Stagnating,-1.256,0.6389,0.6398,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0008,0.9992,0.9941,0.0059,0.0,0.0027,0.9841,0.0132,0.0
188,GORAKHPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.9569,0.1293,0.9216,0.9569,1.0,Stagnating,-1.237,0.6385,0.6386,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0009,0.9991,0.993,0.007,0.0,0.0028,0.9843,0.0129,0.0
168,HAMIRPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.3562,0.0229,0.1242,0.3562,0.0,Stable,-0.359,0.6126,0.6152,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0009,0.8087,0.1904,0.0,0.0,0.3193,0.6786,0.0021,0.0122,0.9848,0.003,0.0
661,HAPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.0392,0.0,0.0392,0.0294,0.0,Stable,-0.133,0.5768,0.5795,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9993,0.0007,0.0,0.0,0.0,0.1108,0.8718,0.0174,0.0623,0.9374,0.0003,0.0
155,HARDOI,UTTAR PRADESH,,Moderate,,Moderate,,0.6274,0.0065,0.4376,0.61,0.7778,Stagnating,-1.025,0.6359,0.6362,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.292,0.7077,0.0003,0.9599,0.0401,0.0,0.0033,0.9855,0.0113,0.0
144,HATHRAS,UTTAR PRADESH,,Moderate,,Moderate,,0.1569,0.0,0.0196,0.1569,0.0,Stable,-0.465,0.5785,0.5785,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8059,0.1941,0.0,0.0,0.0,0.4537,0.5457,0.0006,0.0583,0.9414,0.0003,0.0
165,JALAUN,UTTAR PRADESH,,Moderate,,Moderate,,0.3301,0.0033,0.1863,0.3301,0.0,Stagnating,-0.515,0.6206,0.6229,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0046,0.9144,0.0809,0.0,0.0,0.5198,0.4799,0.0004,0.0079,0.9872,0.0048,0.0
194,JAUNPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.7647,0.0294,0.7647,0.7009,1.0,Stagnating,-0.636,0.6353,0.6355,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0005,0.7594,0.2401,0.6747,0.3252,0.0001,0.0034,0.9857,0.0109,0.0
166,JHANSI,UTTAR PRADESH,,Moderate,,Moderate,,0.3555,0.2674,0.1568,0.142,0.2503,Stable,-0.306,0.6057,0.6075,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0009,0.8124,0.1866,0.0,0.0,0.2589,0.7375,0.0036,0.0173,0.9808,0.0019,0.0
160,KANNAUJ,UTTAR PRADESH,,Moderate,,Moderate,,0.4183,0.0065,0.1242,0.4183,0.3333,Stagnating,-0.689,0.6326,0.6348,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.3572,0.6427,0.0001,0.0,0.736,0.264,0.0,0.004,0.9866,0.0094,0.0
163,KANPUR DEHAT,UTTAR PRADESH,,Moderate,,Moderate,,0.3688,0.0039,0.0236,0.3688,0.0,Stagnating,-0.54,0.6185,0.6195,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0004,0.7333,0.2663,0.0,0.0,0.5532,0.4465,0.0003,0.0089,0.9868,0.0043,0.0
164,KANPUR NAGAR,UTTAR PRADESH,,Moderate,,Moderate,,0.4853,0.0245,0.0147,0.4853,0.2504,Stable,-0.451,0.6289,0.6296,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.044,0.9451,0.0109,0.0,0.435,0.5642,0.0008,0.005,0.9873,0.0077,0.0
202,KASGANJ,UTTAR PRADESH,,Moderate,,Moderate,,0.1503,0.0,0.1438,0.0915,0.0,Stagnating,-0.572,0.6212,0.6229,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8398,0.1602,0.0,0.0,0.0,0.5953,0.4045,0.0002,0.0077,0.9873,0.005,0.0
174,KAUSHAMBI,UTTAR PRADESH,,Moderate,,Moderate,,0.3627,0.0196,0.1275,0.3627,0.0,Stable,-0.131,0.5997,0.6002,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0006,0.7718,0.2277,0.0,0.0,0.1095,0.8728,0.0177,0.0231,0.9756,0.0013,0.0
153,KHERI,UTTAR PRADESH,,Moderate,,Moderate,,0.9529,0.4956,0.9196,0.9373,1.0,Stagnating,-0.871,0.6372,0.6373,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0011,0.9989,0.8917,0.1083,0.0,0.003,0.9849,0.012,0.0
189,KUSHINAGAR,UTTAR PRADESH,,Moderate,,Moderate,,0.9608,0.503,0.9216,0.9608,1.0,Stagnating,-0.912,0.6398,0.6401,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0007,0.9993,0.915,0.085,0.0,0.0026,0.9836,0.0138,0.0
167,LALITPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.7228,0.7228,0.1691,0.1372,0.8746,Stable,0.182,0.6368,0.638,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.007,0.9317,0.0613,0.0115,0.8442,0.1443,0.0031,0.9851,0.0118,0.0
157,LUCKNOW,UTTAR PRADESH,,Moderate,,Moderate,,0.6862,0.0,0.2613,0.6862,1.0,Stagnating,-0.871,0.6361,0.6363,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0423,0.9463,0.0115,0.8921,0.1079,0.0,0.0033,0.9854,0.0113,0.0
169,MAHOBA,UTTAR PRADESH,,Moderate,,Moderate,,0.1421,0.0491,0.0,0.093,0.0,Stable,-0.137,0.5717,0.573,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.8765,0.1235,0.0,0.0,0.0,0.1129,0.8702,0.0169,0.0758,0.924,0.0002,0.0
187,MAHRAJGANJ,UTTAR PRADESH,,Moderate,,Moderate,,0.9451,0.6038,0.9137,0.9451,1.0,Stagnating,-0.716,0.6381,0.6381,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0019,0.9981,0.7643,0.2356,0.0,0.0029,0.9845,0.0126,0.0
148,MAINPURI,UTTAR PRADESH,,Moderate,,Moderate,,0.1883,0.0,0.0784,0.1883,0.0,Stagnating,-0.687,0.6238,0.6252,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.5928,0.4072,0.0,0.0,0.0,0.7335,0.2664,0.0,0.0067,0.9876,0.0058,0.0
145,MATHURA,UTTAR PRADESH,,Moderate,,Moderate,,0.2393,0.0039,0.0901,0.2393,0.0,Stable,-0.457,0.6179,0.6187,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.2161,0.7833,0.0007,0.0,0.0,0.4433,0.556,0.0007,0.0092,0.9867,0.0041,0.0
192,MAU,UTTAR PRADESH,,Moderate,,Moderate,,0.9804,0.098,0.9216,0.9804,1.0,Stagnating,-1.198,0.64,0.64,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0002,0.9998,0.99,0.01,0.0,0.0026,0.9836,0.0139,0.0
138,MEERUT,UTTAR PRADESH,,Moderate,,Moderate,,0.1127,0.0441,0.1078,0.0637,0.0,Stable,-0.123,0.6115,0.6137,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9596,0.0404,0.0,0.0,0.0,0.1045,0.8766,0.0189,0.0129,0.9843,0.0028,0.0
199,MIRZAPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.0245,0.0245,0.0049,0.0147,0.0,Stable,-0.168,0.5253,0.5305,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9998,0.0002,0.0,0.0,0.0,0.134,0.853,0.013,0.3062,0.6938,0.0,0.0
135,MORADABAD,UTTAR PRADESH,,Moderate,,Moderate,,0.7645,0.0978,0.7645,0.183,1.0,Stable,-0.441,0.6256,0.6257,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0005,0.7607,0.2388,0.4219,0.5773,0.0009,0.006,0.9876,0.0064,0.0
133,MUZAFFARNAGAR,UTTAR PRADESH,,Moderate,,Moderate,,0.1275,0.1127,0.0539,0.0637,0.0,Stable,-0.219,0.6065,0.6079,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.9266,0.0734,0.0,0.0,0.0,0.1742,0.8175,0.0083,0.0166,0.9813,0.002,0.0
151,PILIBHIT,UTTAR PRADESH,,Moderate,,Moderate,,0.9568,0.6545,0.8941,0.9175,1.0,Stagnating,-0.574,0.6366,0.6371,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.0009,0.9991,0.598,0.4018,0.0002,0.0032,0.9852,0.0116,0.0
173,PRATAPGARH,UTTAR PRADESH,,Moderate,,Moderate,,0.6796,0.0327,0.4574,0.6796,1.0,Stagnating,-0.559,0.6358,0.6368,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0556,0.9363,0.008,0.5776,0.4222,0.0002,0.0033,0.9855,0.0112,0.0
175,PRAYAGRAJ,UTTAR PRADESH,,Moderate,,Moderate,,0.3499,0.0897,0.2546,0.3078,0.2852,Stable,-0.233,0.6092,0.6106,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0014,0.8404,0.1582,0.0,0.0,0.1865,0.8062,0.0073,0.0145,0.9831,0.0024,0.0
158,RAE BARELI,UTTAR PRADESH,,Moderate,,Moderate,,0.6633,0.0163,0.1045,0.6633,1.0,Stagnating,-0.535,0.6351,0.6371,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.1027,0.8942,0.0031,0.5464,0.4533,0.0003,0.0034,0.9858,0.0108,0.0
136,RAMPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.8195,0.2037,0.8195,0.3999,1.0,Stagnating,-0.658,0.6383,0.6387,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0,0.0,0.3485,0.6515,0.7007,0.2993,0.0001,0.0028,0.9844,0.0127,0.0
132,SAHARANPUR,UTTAR PRADESH,,Moderate,,Moderate,,0.5096,0.3333,0.3105,0.1831,0.6661,Stable,-0.34,0.628,0.6311,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0,0.0142,0.9505,0.0352,0.0,0.297,0.7004,0.0026,0.0052,0.9874,0.0073,0.0
659,SAMBHAL,UTTAR PRADESH,,Moderate,,Moderate,,0.3088,0.0,0.3088,0.0784,0.0,Stable,-0.287,0.6304,0.6316,2025-01-01,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.0148,0.9511,0.0341,0.0,0.0,0.2385,0.7571,0.0044,0.0045,0.9871,0.0084,0.0
